benchmark_request_id,server_request_id,tenant,tenant_label,round,request_number,client_start,client_end,client_latency_ms,http_status,success,error_type,error,response_bytes
6ed001cd-8b0e-4ae5-af25-6334340422e1,66beeed3-f93e-4cf6-9646-8b656801f966,POSTMAN-ISOLATION-B,B,20,40,2026-08-19T21:54:37.138344+00:00,2026-08-19T21:55:23.579758+00:00,46441.413,200,True,,,1445
7e1f8a11-a76b-4dd7-9eda-d66f97a98769,e4dc07a1-d772-46ae-9fc0-6e9f9e72033a,POSTMAN-ISOLATION-A,A,21,41,2026-08-19T21:54:48.172078+00:00,2026-08-19T21:55:34.635445+00:00,46463.366,200,True,,,658
a731dcbb-7496-4e83-90f8-26552bbe693c,0e259fbb-dfc5-4a90-ad1c-6679041bab40,POSTMAN-ISOLATION-B,B,21,42,2026-08-19T21:55:23.579917+00:00,2026-08-19T21:56:07.995872+00:00,44415.954,200,True,,,1337
101776cb-2de3-44cc-8a69-bacbc0bdb91a,dcf8d8b1-8de2-4f53-be55-a6786c46ee6b,POSTMAN-ISOLATION-A,A,22,43,2026-08-19T21:55:34.637564+00:00,2026-08-19T21:56:17.268822+00:00,42631.257,200,True,,,565
b998397e-679b-4364-98b6-48043f6fa295,dcedbb6a-d06a-40fd-9e83-8db2bcfc7ae6,POSTMAN-ISOLATION-B,B,22,44,2026-08-19T21:56:07.995985+00:00,2026-08-19T21:56:49.668886+00:00,41672.898,200,True,,,1234
70c85d32-35e8-4d83-b564-e3d3e250299f,cd4e2617-c774-4785-8542-19109cd5647d,POSTMAN-ISOLATION-A,A,23,45,2026-08-19T21:56:17.268968+00:00,2026-08-19T21:57:00.829329+00:00,43560.358,200,True,,,652
f6ce7fe3-6aea-47b4-9e4e-1aab4853bd7b,56dbaf36-b832-486e-8266-9be8cbe54162,POSTMAN-ISOLATION-B,B,23,46,2026-08-19T21:56:49.669118+00:00,2026-08-19T21:57:40.551593+00:00,50882.473,200,True,,,1453
a738a48f-c504-4e30-842b-cc4492da32c3,e47e2dc8-c235-4177-a09b-869254247b45,POSTMAN-ISOLATION-A,A,24,47,2026-08-19T21:57:00.830039+00:00,2026-08-19T21:57:51.984791+00:00,51154.751,200,True,,,611
2eb61caf-ea86-4cbd-963d-7698af1b6fdc,615bec31-7ba8-4dee-8615-043db9f3ebe6,POSTMAN-ISOLATION-B,B,24,48,2026-08-19T21:57:40.551799+00:00,2026-08-19T21:58:40.749124+00:00,60197.319,500,False,HTTP_ERROR,"{""timestamp"":""2026-08-20T03:28:40.7371043"",""status"":500,""error"":""Internal Server Error"",""message"":""I/O error on POST request for \""http://localhost:11434/api/chat\"": Read timed out"",""path"":""/api/chat""}",201
5ca26dde-03c7-4a93-a2e1-f57c2b6d616f,cadcb1ff-cb35-44c4-924d-cc3bd461b298,POSTMAN-ISOLATION-A,A,25,49,2026-08-19T21:57:51.985040+00:00,2026-08-19T21:58:52.186696+00:00,60201.652,500,False,HTTP_ERROR,"{""timestamp"":""2026-08-20T03:28:52.1777524"",""status"":500,""error"":""Internal Server Error"",""message"":""I/O error on POST request for \""http://localhost:11434/api/chat\"": Read timed out"",""path"":""/api/chat""}",201
f2a1d420-9fdd-435c-ab0c-e20e93d13a1c,9982da95-88af-4244-9c00-52f87c9f5850,POSTMAN-ISOLATION-B,B,25,50,2026-08-19T21:58:40.749402+00:00,2026-08-19T21:59:39.684715+00:00,58935.31,200,True,,,1436
